timestamp,open,high,low,close,volume
2024-03-31 22:00:00+00:00,18503.0,18528.25,18501.01,18519.02,3102
2024-03-31 22:15:00+00:00,18519.02,18529.02,18500.5,18500.94,1320
2024-03-31 22:30:00+00:00,18500.94,18579.48,18500.5,18573.22,2999
2024-03-31 22:45:00+00:00,18573.22,18581.8,18561.27,18572.0,1983
2024-03-31 23:00:00+00:00,18571.75,18579.38,18571.25,18574.26,2076
2024-03-31 23:15:00+00:00,18574.26,18576.69,18571.25,18571.36,2298
2024-03-31 23:30:00+00:00,18571.36,18597.75,18571.25,18592.9,1595
2024-03-31 23:45:00+00:00,18592.9,18609.16,18591.61,18608.5,1952
2024-04-01 00:00:00+00:00,18608.5,18611.0,18606.91,18610.18,970
2024-04-01 00:15:00+00:00,18610.18,18610.77,18599.78,18601.39,1022
2024-04-01 00:30:00+00:00,18601.39,18603.57,18592.65,18594.15,1875
2024-04-01 00:45:00+00:00,18594.15,18596.42,18592.87,18594.0,1874
2024-04-01 01:00:00+00:00,18595.25,18596.75,18594.88,18596.3,671
2024-04-01 01:15:00+00:00,18596.3,18596.44,18590.66,18592.17,1117
2024-04-01 01:30:00+00:00,18592.17,18593.53,18584.25,18585.57,919
2024-04-01 01:45:00+00:00,18585.57,18586.69,18585.13,18585.5,589
2024-04-01 02:00:00+00:00,18586.0,18587.0,18584.02,18586.63,1189
2024-04-01 02:15:00+00:00,18586.63,18587.0,18580.6,18581.65,599
2024-04-01 02:30:00+00:00,18581.65,18583.07,18571.93,18572.73,1025
2024-04-01 02:45:00+00:00,18572.73,18575.84,18571.88,18573.25,630
2024-04-01 03:00:00+00:00,18573.0,18575.86,18570.4,18573.95,1194
2024-04-01 03:15:00+00:00,18573.95,18575.4,18563.25,18564.4,684
2024-04-01 03:30:00+00:00,18564.4,18582.46,18563.9,18582.18,1254
2024-04-01 03:45:00+00:00,18582.18,18585.0,18581.47,18584.25,1027
2024-04-01 04:00:00+00:00,18584.75,18585.63,18584.2,18584.97,782
2024-04-01 04:15:00+00:00,18584.97,18585.6,18581.45,18581.68,427
2024-04-01 04:30:00+00:00,18581.68,18590.51,18580.5,18588.99,830
2024-04-01 04:45:00+00:00,18588.99,18590.0,18587.46,18589.5,885
2024-04-01 05:00:00+00:00,18589.5,18592.15,18586.57,18591.64,633
2024-04-01 05:15:00+00:00,18591.64,18592.46,18582.84,18583.98,715
2024-04-01 05:30:00+00:00,18583.98,18584.72,18571.25,18573.11,834
2024-04-01 05:45:00+00:00,18573.11,18575.49,18571.48,18573.0,747
2024-04-01 06:00:00+00:00,18572.5,18579.31,18572.26,18578.27,683
2024-04-01 06:15:00+00:00,18578.27,18579.13,18570.66,18571.12,415
2024-04-01 06:30:00+00:00,18571.12,18572.52,18568.8,18569.32,980
2024-04-01 06:45:00+00:00,18569.32,18570.71,18568.11,18569.0,750
2024-04-01 07:00:00+00:00,18569.0,18573.29,18568.5,18569.19,1296
2024-04-01 07:15:00+00:00,18569.19,18571.89,18568.5,18568.69,1407
2024-04-01 07:30:00+00:00,18568.69,18595.0,18568.5,18592.39,1092
2024-04-01 07:45:00+00:00,18592.39,18599.84,18589.94,18597.0,685
2024-04-01 08:00:00+00:00,18597.25,18597.75,18596.24,18597.61,1979
2024-04-01 08:15:00+00:00,18597.61,18597.75,18583.75,18587.87,2071
2024-04-01 08:30:00+00:00,18587.87,18592.61,18578.81,18579.82,2390
2024-04-01 08:45:00+00:00,18579.82,18581.51,18576.64,18577.25,1780
2024-04-01 09:00:00+00:00,18577.25,18579.37,18574.85,18578.46,594
2024-04-01 09:15:00+00:00,18578.46,18579.75,18573.68,18574.44,1079
2024-04-01 09:30:00+00:00,18574.44,18575.0,18569.09,18569.37,702
2024-04-01 09:45:00+00:00,18569.37,18573.49,18567.11,18571.0,938
2024-04-01 10:00:00+00:00,18571.0,18574.19,18569.29,18573.41,1019
2024-04-01 10:15:00+00:00,18573.41,18574.31,18569.06,18569.39,1093
2024-04-01 10:30:00+00:00,18569.39,18580.17,18568.5,18579.49,650
2024-04-01 10:45:00+00:00,18579.49,18580.39,18577.66,18580.0,573
2024-04-01 11:00:00+00:00,18579.75,18579.75,18576.98,18579.75,2864
2024-04-01 11:15:00+00:00,18579.75,18579.75,18561.27,18565.41,1443
2024-04-01 11:30:00+00:00,18565.41,18566.03,18536.5,18538.68,1416
2024-04-01 11:45:00+00:00,18538.68,18547.43,18537.28,18542.0,2256
2024-04-01 12:00:00+00:00,18542.25,18542.25,18536.85,18542.25,5211
2024-04-01 12:15:00+00:00,18542.25,18542.25,18530.8,18532.14,6004
2024-04-01 12:30:00+00:00,18532.14,18535.36,18514.9,18517.45,4157
2024-04-01 12:45:00+00:00,18517.45,18522.49,18508.2,18515.25,3307
2024-04-01 13:00:00+00:00,18515.25,18547.62,18512.05,18534.88,15022
2024-04-01 13:15:00+00:00,18534.88,18543.74,18478.0,18478.37,25713
2024-04-01 13:30:00+00:00,18478.37,18599.64,18478.0,18581.5,22694
2024-04-01 13:45:00+00:00,18581.5,18601.46,18579.89,18586.0,14290
2024-04-01 14:00:00+00:00,18584.25,18604.25,18571.21,18598.54,39617
2024-04-01 14:15:00+00:00,18598.54,18604.25,18530.04,18539.36,25321
2024-04-01 14:30:00+00:00,18539.36,18548.93,18469.35,18483.28,39610
2024-04-01 14:45:00+00:00,18483.28,18493.39,18475.85,18482.0,21337
2024-04-01 15:00:00+00:00,18482.25,18488.12,18475.86,18486.79,11942
2024-04-01 15:15:00+00:00,18486.79,18489.0,18453.23,18456.89,11900
2024-04-01 15:30:00+00:00,18456.89,18466.4,18423.68,18425.95,14503
2024-04-01 15:45:00+00:00,18425.95,18428.11,18423.46,18425.25,9631
2024-04-01 16:00:00+00:00,18425.5,18433.34,18417.42,18426.22,10277
2024-04-01 16:15:00+00:00,18426.22,18430.41,18414.5,18415.27,15813
2024-04-01 16:30:00+00:00,18415.27,18469.69,18414.5,18459.78,7837
2024-04-01 16:45:00+00:00,18459.78,18472.31,18456.33,18469.0,12319
2024-04-01 17:00:00+00:00,18469.25,18472.5,18468.1,18470.9,12417
2024-04-01 17:15:00+00:00,18470.9,18471.72,18461.53,18468.12,5579
2024-04-01 17:30:00+00:00,18468.12,18472.5,18458.07,18464.51,13778
2024-04-01 17:45:00+00:00,18464.51,18470.29,18458.37,18464.0,10639
2024-04-01 18:00:00+00:00,18464.5,18468.14,18460.31,18465.49,7081
2024-04-01 18:15:00+00:00,18465.49,18467.55,18450.25,18451.02,5637
2024-04-01 18:30:00+00:00,18451.02,18478.31,18450.25,18477.36,6743
2024-04-01 18:45:00+00:00,18477.36,18478.73,18466.77,18468.75,6372
2024-04-01 19:00:00+00:00,18468.75,18474.36,18460.43,18471.35,23006
2024-04-01 19:15:00+00:00,18471.35,18475.86,18456.0,18457.94,16819
2024-04-01 19:30:00+00:00,18457.94,18511.48,18456.0,18503.98,21187
2024-04-01 19:45:00+00:00,18503.98,18508.91,18489.51,18495.25,12802
2024-04-01 20:00:00+00:00,18495.25,18497.99,18494.77,18495.8,4083
2024-04-01 20:15:00+00:00,18495.8,18496.19,18489.0,18489.51,2141
2024-04-01 20:30:00+00:00,18489.51,18505.75,18489.02,18503.42,5345
2024-04-01 20:45:00+00:00,18503.42,18505.46,18496.19,18497.75,4699
2024-04-01 22:00:00+00:00,18497.25,18499.5,18496.61,18498.82,0
2024-04-01 22:15:00+00:00,18498.82,18499.5,18486.89,18487.82,0
2024-04-01 22:30:00+00:00,18487.82,18490.24,18475.7,18478.15,0
2024-04-01 22:45:00+00:00,18478.15,18480.2,18475.48,18477.75,0
2024-04-01 23:00:00+00:00,18478.0,18484.0,18474.42,18482.09,541
2024-04-01 23:15:00+00:00,18482.09,18482.76,18474.02,18474.59,1012
2024-04-01 23:30:00+00:00,18474.59,18476.34,18466.69,18469.71,1024
2024-04-01 23:45:00+00:00,18469.71,18471.7,18466.25,18470.25,1104
